,Location,new_reviews,Comp
1273,Arizona,great location great people nice experience great place stay read read less,Positive
1274,Neu-Isenburg,die einrichtung ist nicht mehr ganz neu aber vollkomman ordnung unser zimmer war sehr groß und sauber read read less,Negative
1275,nyc,spider bed scare stugf nice read read less,Neutral
1276,New York,everyone hotel nice professional room amazing nice view city read read less,Positive
1277,San Diego,rachel great get -PRON- early allow -PRON- check late fit flight schedule even notice bday give us champagne room go extra mile great secret u actually eat tratoria italian restaurant breakfast day ask staff fritata much well tick tock diner read read less,Positive
1278,Nederland,de ligging van het hotel op zich goed vlakbij een metrostation en op loopafstand van times square maar dat dan ook het enige positieve aan de negatieve kant staat dat het een onaangename straat ligt het hotel zelf zeer gedateerd de kamer die wij hadden klein nee erg klein zelfs voor new yorkse begrippen de kamer erg klein nauwelijks bergruimte er maar een kleine kledingkast die stond stijf tegen het bed aan wel een stukje van de muur af want ander kon je niet bij de lichtknopjes de deur van die kast en de deur van de badkamer konden ook niet tegelijk open de airco maakte ontzettend veel lawaai die kon je dus ook snachts niet aan hebben waardoor het buitengewoon warm en benauwd de ramen konden ook niet open de badkam net als de kamer een miniatuurbadkamer en bovendien beschimmeld de wandjes waren ook zo dun dat je de buren zowat letterlijk kon verstaan de algemene staat van het hotel erg gedateerd het heeft op zijn minst een grondige opknapbeurt nodig maar beter een algehele renovatie al meet al geen aanrader het zeker geen viereneenhalve ster op zijn good twee sterren read read less,Negative
1279,NY,couple front desk people do not speak good english still efficient many room hotel small poorly lay last stay king suite like normal hotel room hotel least room get bed read read less,Neutral
1280,"Flushing, NY",staff need expeditious react guest concern room be not ready even though check 45mins past check time sink room clog take 4 day address reminded staff second time housekeep spotty st well read read less,Neutral
1281,Las Vegas NV,near noisy parking lot invade privacy smoke air conditioner sound like propellor plane read read less,Neutral
1282,"Guildford, UK",hotel staff helpful friendly bed clean comfortable enjoy breakfast adjoin diner read read less,Positive
1283,hessen,super zentral gelegenes hotel mit nettem personal viele zimmer haben einen super tollen ausblick leider nicht genug haken für handtücher und ablagemöglichkeiten -PRON- be bad ein kleines radio wäre schön das ist aber jammern auf höchstem niveau wir waren schon 12 mal diesem hotel read read less,Positive
1284,"Ottawa, Ontario",fabulous location clean room comfortable bed great view empire state building read read less,Positive
1285,"Sacramento, CA",perfect location close disneyland across starbucks nice hotel especially cost midweek stay september definitely back read read less,Positive
1286,"Dublin, CA",nice modern clean hotel close walk disney read read less,Positive
1287,Central Virginia,old building still get redone inner area great people nice room old style structure motel model ground well do nice good value money read read less,Positive
1288,Michigan,little worn clean great location close food shop little mile central park like hotel staff check room key let elevator read read less,Positive
1289,"Orlando, Florida",nice get hotel near universal decent price read read less,Neutral
1290,Ocean Isle Beach N C,nice hotel lovely pool friendly staff comfy beds room service good prompt friendly read read less,Positive
1291,"Columbus, Ohio",kid friendly need get new sheet fit mattress sit bed fit sheet pop sleep night omg 4 corner pop please get new fit sheet deep fit read read less,Positive
1292,California,hotel staff nice accommodate need help get lock luggage hotel manager nice come room help hotel great location 2 great restaurant inside hotel definitely ny landmark therefore be not modern also window be not sound proof make sure take earplug read read less,Positive
1293,München,ich komme immer wieder gern diesis hotel wegen der nähe zur pennstation und zum port authority auch kann ich ca 15 minuten zum times square laufen mit dem zimmer hatte ich diese mal nicht ein glück das bad war extrem klein und der kleiderschrank durch einen nachträglich eingebauten safe nicht zu benutzen read read less,Negative
1294,Stratford Canada,great location cleanexcellent staff convenient location metro airport read read less,Positive
1295,Maryland,hotel close police station penn station good local restaurant metro one block away along parking garage additional fee participate breakfast buffet smell delicious awake morning lobby bar variety great wine read read less,Positive
1296,España,el hotel está muy bien ubicado apenas hemos necesitado usar el metro que tiene varia parada muy cerca habitación muy limpia de buen tamaño hemos tenido una experiencia 100 positiva el personal es muy amable alrededor del hotel hay muchos sitios para comer además el hotel tiene un restaurante abierto las 24 hora read read less,Neutral
1297,"Delano, Ca.",booked room include breakfast ask say breakfast be not complimentary pay extra nothing mad site say there s laundry room ask be not laundry service dumb stay good though need sign door go pool hall show go get door sign be not sure open door thinking might set alarm read read less,Neutral
1298,Abbotsford BC,staff amazing room need vacuum often read read less,Positive
1299,California,nice staff especially reachelle front desk nice help -PRON- issue come room good size comfortable 33rd floor beautiful view read read less,Positive
1300,Central California,stay many time 20 minute walk disneyland staff always nice helpful room clean comfortable love stay read read less,Positive
1301,Northern California,one good hotel stay visit disneyland would definitely stay tell everyone read read less,Positive
1302,"orlando, Florida",marvin exceptional check skill warm welcome answer question room clean bathroom toilet dirty need flushed someone go toilet flushed dirty towel floor read read less,Neutral
1303,Pittsburgh pa,hotel close disney free shuttle back forth park read read less,Positive
1304,Florida,staff friendly roomsfacilitie begin show age wear still clean maintain read read less,Positive
1305,San jose ca,maintenance worker really loud one point wake rucku read read less,Neutral
1306,"Clarkdale, AZ",building room dire need maintenance aside thin wall acoustic room horrid could hear laundry room noise 3 door housekeep staff washing linen prepare maid cart blind window break would not close properly electrical outlet desk break threshold beneath door provide much gap concern insect enter room prevalent calcium buildup shower head thick maybe dip clr would help overall disappoint read read less,Negative
1307,Kristinehamn,himla trevligt hotell mitt på manhattan gångavstånd till bland annat times square tunnelbanespår alldeles runt hörnet och fina restauranger omkre hotellet och även på hotellet read read less,Neutral
1308,San jose,hotel nicei really enjoy room comfortable wa quiet n relaxing read read less,Positive
1309,San Diego,front desk attendant helpful friendly hotel room big spacious lot storage good long term stay need renovate carpet need replace overall decent hotel read read less,Positive
1310,"Toronto, Canada",hotel condition ok general facility need update like site location quiet read read less,Positive
1311,San Diego,hotel great nice room beautiful decor free parking rare disneyland area really appreciate read read less,Positive
1312,"Olympia, Wa",stay 1 night air conditioner work correctly room cool extremely humid feel like stay musty basement could tell nice upgrade room floor tile beautiful sink mirror etc area need improve bathtub yellow stain cabinetsshelve heavy chip hallway smell like fresh paint could hear conversation music wall clearly also able open slide glass door deck without help husband roller break overall okay stay would find different hotel stay future though read read less,Positive
1313,"Orlando, Fl",place awesome nice check really early expect anything actually room open let -PRON- check stacey one people front desk amazing tell -PRON- great place check also really close disney park able walk catch bus disney read read less,Positive
1314,DC,nice family style hotel excellent selection pool pool side restaurant room spacious terrace air conditioning work well housekeep ok water coffee amenity replace every day read read less,Positive
1315,"NRW, Germany",für touristen die einen städtetripp planen und sich nicht dauerhaft -PRON- be hotel aufhalten optimal read read less,Neutral
1316,Uk Midlands.,wife like elevator ask impossible room low floor view reception staff nice explain low floor give student hotel proper really state floor 20 end large elevator fine although floor 22 room view hudson hotel historic 1930 perhaps huge 1930 2000 room retain many decorative feature style refurbish time show sign age character brown paint deco carpet little shabby nice corporate slick hotel yes noisy plumbing shower pressure excellent downside someone next door shower late night room modest quite small gather comfort good nice bed good linen sheet change every day housekeep excellent noisy air con work great showerbath recommend hotel excellent service read read less,Positive
1317,San Diego,location great conveinet unfortunately resort fee taxis add end huge turnoff dishonest never company read read less,Neutral
1318,new york,bien situé avec une belle vue sur l empire building read read less,Neutral
1319,Vancouver,advertise clean friendly staff view pool parking lot read read less,Positive
1320,"St. Petersburg, FL",beautiful lobby courtyard polite helpful staff checkin quick easy checkout convenient location easy access airport read read less,Positive
1321,Los Angeles,old hotel keep build run room dark low ceiling read read less,Neutral
1322,Temecula,old hotel lovely ground hotel room need update staff exceptional professional courteous read read less,Positive
1323,Uk,excellent location 20 min walk dineyland staff reception coffee shop maid could nicer although hotel restaurant close whilst refurbish use hotel indigo next door breakfast get 15 staff also could nicer also 5 minute walk garden walk shop restaurants cheesecake factory bubba gump california pizza kitchen would highly recommend stay read read less,Positive
1324,Wine Country,great room near disney staff welcome every time come lobby read read less,Positive
1325,"West Portsmouth, Ohio",goto place stay travel orlando work staff friendly room clean walk various place eat dinner drink poolside bar gatorville read read less,Positive
1326,Michigan,beautiful pool back nice set good location san jose airport hotel overall experience nice would go back sure next trip bonus point bowl alley diner right street read read less,Positive
1327,Texas,trip great return room every evening like come back relaxation even issue stomach computer ck etc staff help kindness care smile everyone great restaurant bar happy hour roof would definitely recommend read read less,Positive
1328,Wien,tolle rooftopbar -PRON- be 19 stock unser zimmer war -PRON- be 12 stock mit aussicht auf den financial district sehr gut bett großes bad sehr sauber read read less,Negative
1329,"Wellington, Florida",bathroom cleanliness leave quite bit desired there s moldmildew grout around lip sinkunder mount that s visible plain sight pretty gross two ring shower curtain rip barely hold curtain stay average 10x per year -PRON- be surprise see still love hotel stay course make wonder clean thing really read read less,Positive
1330,"Wellington, Florida",stay average 10x per year really love hotel amenity thing -PRON- have notice year lack maintenance upkeep room moldmildew grout around sink overflow drain shower curtain curtain stain disrepair yuck read read less,Neutral
1331,"Philadelphia, PA",book courtyard room two queen bed end room towards street two twin bed light outside make feel like day time room even curtain blind close could hear neighbor talk outside time 2 a.m. people come home bar crazy loud even wear ear plug could tell whole conversation step ask move away room since early flight thankfully confrontational air conditioner sound like plane take everyone kick would not recommend staying actually need catch sleep read read less,Neutral
1332,England,hotel recommend -PRON- two people have not look hotel stay 9 night room big do not spend much time good part location near penn station madison square garden lot place eat nearby read read less,Positive
1333,New York,really like hotel room small read read less,Neutral
1334,England UK,chose hotel previously stay last visit decade ago exactly remember location ideal city sightseeing corner 34th 8th block times square 3 empire state building penn station 2 minute walk hotel give easy access subway train network hotel comfortable mean date hotel everything clean work happy base 4 night stay also quiet enough able sleep recover hard day sightsee staff friendly professional say go back would problem stay read read less,Positive
1335,Barbados,room wardrobe iron safe deposit box downstairs store valuable read read less,Positive
1336,Utah,able park early check later good location able ealk disneyland read read less,Neutral
1337,"Waco, TX",staff friendly helpful room service great enjoy meal restaurant location quiet peaceful read read less,Positive
1338,"Orlando, Florida",atmosphere amazing pool outdoor restaurant great bed super comfy well thing do not like showertub floor peel renovate bathroom would excellent hotel stay read read less,Positive
1339,San Jose,nice staff good dinner hotel do not elevator head gentleman front desk nice enough let -PRON- know check read read less,Positive
1340,"Newport Beach, CA",ok good value consider rate property read read less,Positive
1341,"San Jose, CA",take long check ac loud overall good clean bed comfortable read read less,Positive
1342,"Milan, Italy",nice comfortable room right place move across ny read read less,Positive
1343,"Houston,Tx",close usopen tenniscourteous staff eatery close byas well read read less,Neutral
1344,Santa fe,good value clean ok breakfast room small enough room 2 people read read less,Positive
1345,St. Louis,surprised hidden gem fluff room copy clean staff courteous definitely go back read read less,Positive
1346,Hollywood Fl,el hotel esta muy bien ubicado cerca de los parque muchos comercios la habitación muy limpia comoda encanto read read less,Neutral
1347,Mhow India,location close empire state time square old ambience room bother slightly read read less,Neutral
1348,Seattle,nice spacious room furniture issue 1 need electrical outlet 2 soap dispenser shower apparently long fill maid problem find empty standing shower be not -PRON- would know bring soap shampoo ahead time either maintain remove read read less,Neutral
1349,San Jose,staff friendly accommodate suggest appreciate read read less,Positive
1350,tampa,room good size spend night need problem room high humidity humidity air conditioning could keep room nice read read less,Neutral
1351,"Carson, CA",fiancee stay several high quality hotel one definitely top 3 year definitely return next time orlando one issue resolve satisfaction beyond location great staff great amenity great much completely satisfied read read less,Positive
1352,"Phoenix,AZ",get -PRON- night stay advertise staff great read read less,Positive
1353,New York,room small look outdate watch fee read read less,Neutral
1354,Calgary,californian style well maintain read read less,Neutral
1355,Maine,price per night good house keep inconsistent day get hand towel face cloth day go desk get read read less,Positive
1356,mexico,la habitación standard es muy pequeña te sientes apretado el personal es amable además de cobrarte 25 us dll por el parking diario dejar tu auto en la calle te piden propina el desayuno pobre te dan platos cubiertos desechable teníamos que pedir diario que limpiaran la habitación porque si se les olvidaba hacerlo asomándote bajo la cama te das cuenta de lo mal que limpian en el elevador pusieron un letrero muy agresivo para los huéspedes envío foto vale lo que cobran read read less,Neutral
1357,"Melbourne, Australia.",hotel pleasant walk disneyland cafe best coffee pool gym laundry everything pleasant stay staff friendly welcome read read less,Positive
1358,"San Francisco, CA",nice hotel decent shape clean lot parking space read read less,Positive
1359,NYC,return new york last week arrive late smooth hassle free check warm welcome come bedroom open curtain one fantastic view wish celebrate anniversary birthday together 34th floor almost iconic building front greatcentral location powerful shower room clean daily high standard would recommend anybody read read less,Positive
1360,"Bay Area, California",good need place stay that s close sju comfortable bed clean room breakfast great stay multiple day get tiring food everyday reserve king suite seem like regular room assign us room rate read read less,Positive
1361,Seattle,overpriced pay valet parking valet service provide small room sstale breakfast read read less,Neutral
1362,Out USA,nice location international drive street area read read less,Neutral
1363,Seattle,resort like ground bed nice room light dark fluorescent bulb two sconce desk light give unflattering cold glow left room interior dark water pressure fine nothing immediate surround restaurant lounge close 9 p.m. website mention live entertainment bamboo lounge saturday night take lyft town 9 airport shuttle prompt front desk friendly though keep key card away cell phone get demagnetize every time require wait line get new one read read less,Positive
1364,Massachusetts,hard understand staff valet afraid park dodge ram 2500 garage park outside still get charge valet service read read less,Neutral
1365,"Escondido, ca",clean bed super comfy definitely stay read read less,Positive
1366,"Seattle, WA",parking charge checked tell free beginning check bathroom odor 2 damp towel stain bathtub toilet issue flushing hotel staff fix issue next day still smell little bit odor toilet still flushing issue read read less,Positive
1367,Wndermere,always like stay lazy river crowd read read less,Neutral
1368,Austin,checked 1130pm find door handle room broken brush tooth find sink drain could not get drain use cell phone call front desk report phone work around 1230am want get rest take minute find bed itchy horrible experience one hour read read less,Negative
1369,"San Jose, CA",room smell change room air conditioner loud could not use refrigerator make high pitched noise keep -PRON- night sad complimentary breakfast picture website look like read read less,Neutral
1370,Ontario,great location room little tight common ny hotel read read less,Positive
1371,Taiwan,book 2 queen bed room hotelcombut first night get 1 queen bed sofa bed uncomfortable thing work sofa bed daughter need take pillow blanket 2nd night get correct room 2 bed read read less,Neutral
1372,DC,super convenient location want near c e lines penn station 10 block times square room comfortable hard wood floor feel grimy ac almost unbearably loud sleep without wall thin upside hotel staff polite accommodating try help -PRON- resolve issue overall good choice need basic hotel middle manhattan read read less,Positive
1373,"Birmingham, AL",hotel really convenient food centrally locate everywhere queen -PRON- be look convenient manhattan place -PRON- be look peace quiet access decent food choice locate far citi field -PRON- open family friend queen right place mostly frill hotel clean quiet decent bed access direct walk area food 24 hour day would definitely stay read read less,Positive
1374,milan,più ottimo albergo camere spaziose pulite e moderne letti comodi bel bagno con vasca meno parcheggio 20 euro da aggiungere un po lontano dal centro ci vuole la macchina per forza read read less,Negative
1375,Orlando,arrival departure entire staff courteous friendly helpful check quick easy property beautiful several pool restaurant give great choice dining recreation offering love lazy river even bite crowded sunday labor day expect dine seafood restaurant drink menu offer delightful choice food delicious read read less,Positive
1376,"Buena Park, CA",nothing fancy clean staff nice helpful really nice pool tray stay open till 10 p.m. summer month anyways would stay read read less,Positive
1377,San Diego,room get break door handle u get sister room someone sleep bed enter room bad check ever hotel staff make apology error condition room read read less,Negative
1378,San Jose,property nice picture property nice picture property nice picture property nice picture property nice picture property nice picture read read less,Positive
1379,Bostin/MA,nice hotel close 2 manhattan mall close ro empire state read read less,Neutral
1380,BC Canada,good location friendly staff do not like bathroom clean counter space shower water temperature consistent pressure shower faucet old fan bathroom read read less,Neutral
1381,"Huntsville, Ontario, Canada",service good property quite tired certain area communication restaurant across street serves hotel include bkfst good rest several guest name include -PRON- free bkfst read read less,Positive
1382,Oregon,entrance lobby seem nice entrre two room immediately see drip dust hair damage internal door bathroom 1030pm loud party music blaring start room connect -PRON- let least dozen guy slip exit door party go desk complain come back lock one room one anything stop party five trip front desk pjs walk around big spill one would clean cound get door lock work 1130pm party still rage -PRON- huddled person lock room security guy come help unable wait 20min someone drive hotel master key reset lock ask security one stop party pound door party rage till past midnight relocate never see party get stop next day lock one new room inform give wrong key swap room key group stay room name sister need check day long process get straighten make -PRON- miss family breakfast family leave return room lock finish stay horrible experience read read less,Neutral
1383,Boston,perfect spot family clean spotless read read less,Positive
1384,New York,nice hotel clean big problem really big problem tho language barrier couple front desk staff speak seem understand english well read read less,Neutral
1385,Red Deer,nice lobby pool terrible bed bed expensive resort fee read read less,Neutral
1386,NYC,take long time check lobby room seperate difficul access read read less,Neutral
1387,Miami Beach,good location plenty restaura ts around plesant staff courteous read read less,Positive
1388,"Orlando, FL",wyndham orlando resort international drive absolutely resort consider class motel 6 good bed bug mold stain throughout room feel extremely unsafe unsanitary immediately leave book another hotel extremely dissatisfy disappointed expedias false four star rating book expedia future read read less,Negative
1389,Orlando,parking room way far lobby breakfast include read read less,Neutral
1390,Florida,nice location friendly staff resort rundown rough shape pool poor condition chunk marcite miss floor bed room horrible read read less,Neutral
1391,Orlando,overall property dirty filthy room air conditioning work properly temperature read 65 degree room feel like outside sleep 90 degree weather pool dirty kid be not read read less,Negative
1392,"Bradenton, FL",nice hotel close everything want experience see room clean smelt good walk cozy bed front desk help quick friendly bad thing super noisy upstair hear almost everything throughout nightearly morning wake every 10 minute wonder loud bang would definitely return resort future time read read less,Positive
1393,"Seattle, WA",nice remodel look good clean comfortable read read less,Positive
1394,San Luis Obispo,staff friendly air conditioner sound like airplane take read read less,Positive
1395,Ct,great location nice clean room really enjoy time beautiful girlfriend read read less,Positive
1396,"Surrey, BC",standard hotel excellent location first room be not clean properly staff address concern immediately move -PRON- big well room read read less,Positive
1397,ny,room small breakfast cheap selection read read less,Neutral
1398,Queens New York,love design building beautifully decorate bed comfortable clean read read less,Positive
1399,Georgia,property cleanliness location amenitie great parking problem come late one night nowhere park near build walk distance alone without identify security read read less,Neutral
1400,New York,elevator work front desk lady help -PRON- get another hotel area daughter wheelchair read read less,Neutral
1401,Cardiff,pleasant stay iconic hotel however couple thing let firstly lack thermostatic shower holdcold tap try get balance right meant shower take long necessary left mercy people water usage second lack coffee make facility another disappointment otherwise pleasant stay also read book small print 29 per night service charge add be not prepared check read read less,Neutral
1402,coventry. UK,hotel staff friendly helpful can not enough make stay pleasant one room excellent bright clean everything need except kettle 24 hour diner site much hassle restaurant site offer varied range food hotel well maintain central thing big apple offer -PRON- would definitely stay read read less,Positive
1403,California,dirty old room hotel make floor dorm elevator nightmare window offer protection noise outside siren night tell would get call early check forgot sit lobby desperately need sleep other happily go room overall impress u do not care cleanliness nice location return dump read read less,Negative
1404,ascoli piceno,ci sono stata altre volte e questultima con una amica la stanza con due letti e spaziosa il bagno assolutamente non allaltezza read read less,Neutral
1405,Bologna,posizione dellalbergo proprio nella zona turistica molti parchi vicini e gli altri pochi chilometri di distanza comodi ristoranti e outlet per acquisti convenienti read read less,Neutral
1406,atlanta ga,historic hotel close penn station travel train airport subway get around close msg read read less,Neutral
1407,Madrid,estado agustoestaba céntrico lo malo el ruido que había de la calle read read less,Neutral
1408,MS,great location friendly staff small nice clean room read read less,Positive
1409,"bergen, norge",bra overnattingsste noe usentralt forhold til sentral park og times square rolig område som har alt man trenger read read less,Neutral
1410,NJ,wife leave something refrigerator realize right check one seem able help get back get stuck elevator push call button repeatedly one come finally get go floor able get tell staff member front desk seem unconcerned hotel bed comfortable enough whole place smell like various cleaning solutionsand yet be not clean read read less,Neutral
1411,"San Diego, CA",love place super friendly awesome staff clean spacious roomshotel free parking disney pass holder socal come anaheim quite often do not always stay night place sure walk distance park super comfy bed clean big room like say staff great well defiantly back read read less,Positive
1412,"Busan, Korea",nice hotel stay business trip irvine area read read less,Neutral
1413,Seattle,poster say basically motel -PRON- be surprise wyndham put name property read read less,Neutral
1414,Poland,hotel good location close enough la guardia jfk airport room tiny also clean visible dust notice place quick stay one two night hotel ok would not recommend long stay read read less,Positive
1415,"Vancouver, BC",front desk staff be not consistent service level miss mark promote local restaurant thing check use google let front desk housekeeping bar staff however awesome friendly old building renovate many year ago room comfy appreciate free wifi bottle waterthese nice touch read read less,Positive
1416,Oc,location perfect alrhough ask top floor room say book realize give double book single next rep give top floor single otvwas fine read read less,Positive
1417,SC,need room near airport pleasantly surprise old property surprisingly clean quaint wonderful people scrumptious restaurant read read less,Positive
1418,NYC,nice hotel great location good value -PRON- have stay couple time really enjoy stay read read less,Positive
1419,Vacaville,quick check check friendly staff read read less,Neutral
1420,Centrally located to restaurants and Disneyland.,team front desk awesome likewise lady run coffee drink bar make -PRON- feel welcome would definitely stay read read less,Positive
1421,Texas,surprised wyndham see renovation try improve look still need lot work glad get first floor room elevator carry luggage outside stair comfortable sleep stay one night flight read read less,Positive
1422,"Las Vegas, NV",go emergency room hospital return room 530 morning day check staff keep knock door even yell try sleep lot noise early morning read read less,Neutral
1423,San Jose,firstly reserve queen size bed tell check would give king fine except get 2 double creak loud ac room walkway get room around dark unlit pool good thing water pressure shower read read less,Neutral
1424,Hong Kong,front desk really helpful direction need ie hot water middle night read read less,Neutral
1425,New York,oriental staff experience check people take 20 minute find room one full bed two people reservation call two queen bed take another 30 minute get right room get bed 1230am parking lot hotel parking street ask offer -PRON- parking right front sidewalk area 25 night choice pay 50 two night read read less,Neutral
1426,"Bellevue, WA",spend three night wyndham garden anaheim recent trip tour college area spend time disneyland staff welcome efficient check -PRON- late always make -PRON- feel home enter exit lobby pool fine will not use much free parking garage bonus us location near disneyland convenient store like walgreens cvs excellent room large clean would consider stay future read read less,Positive
1427,"West Salem, WI",booked orbit ramada inn 6 month ago arrive be not ramada address wyndham news would have like notify big deal major fall compare two hotel stay breakfast comfortable quiet hotel read read less,Positive
1428,Baghdad,resort good location building level many shop restaurant close also close key location like seaworld universal studios walt disney really refresh place great fun stay staff helpful supportive read read less,Positive
1429,2186,old dated tiny room floor space cot air matress location great though read read less,Positive
1430,vittorio veneto,ottimo hotel ad un passo dalla penn station e al madison 10 minuti piedi da timesquare ed empire la hall è stupenda ce un dinner aperto h24 proprio sotto lhotel dove si mangia davvero bene ce anche una trattoria che è ottima personale gentile e molto educato io ho soggiornato per 15 giorni e mi sono trovato davvero bene avevo una stanza al 35º piano con vista sulla città piccola curiosità al 33º piano cè la stanza dive soggiornó nikola tesla le stanze sono un po piccoline tutto sommato confortevoli quando tornerò newyork sicuramente alloggerò ancora qua read read less,Negative
1431,"New York, NY",staff helpful friendly staff person come across check concierge guest service clean staff nice read read less,Positive
1432,CA,dirty smell smoke customer serviceexpensive read read less,Neutral
1433,"New York, NY",great answering call fiancé get hotel strand nashvillle hear great thing help unable make reception thank help read read less,Positive
1434,"Detroit, MI",air conditioner loud run bathroom date room sight mildew odor read read less,Neutral
1435,Waterford Michigan,beautiful property great time clean comfortable room read read less,Positive
1436,Palm Springs,location quiet hotel need facelift bathroom old dingy old peel wallpaper dirty floorboard read read less,Neutral
1437,Tampa FL,clean hotel 300 dollar night crazy motel recommend read read less,Neutral
1438,Ticonderoga ny,great hotel great location clean safe efficient love security guard elevator madison square right across street read read less,Positive
1439,Biella IT,hotel centro comodo per tutti gli spostamenti senza essere mezzo al caos di new york hotel nello standard delle grandi catene americane enorme hall con molto personale di servizio e controlli di sicurezza sempre attivi 2 ristoranti collegati hotel palestra standard camere piccole nello standard di new york di progettazione non recente buone cosi come il bagno comodo se si è gruppi vista la presenza di ampi spazi dove trovarsi ed attendere read read less,Neutral
1440,Los Angeles,prepay 21707 3446 orbuck 18261 book orbitz check front desk ask credit card think deposit since do not specify see amount 23415 credit card ask front desk tell booking prepay 15 minute show reservation finally find reservation tell issue refund refund within 5 business day however 13 day past amount 23415 still pende status credit card read read less,Positive
1441,"Shizuoka, Japan",こじんまりとした居心地のよいホテル いろいろなところからのアクセスも良くまた泊まりたいと思いました read read less,Neutral
1442,Orando FL,resort broken 2 part wyndham grand hotel resort timeshare part full suite access full resort however come room charge room charge hotel side make mistake one day stay go one pool bar side resort timeshare side try charge drink room could find room number go back later bring payment later day staff go way kind helpful give upgrade charge since birthday also late checkout day check well enjoyable stay whole would recommend anyone family couple want romantic weekend away lovely hotel read read less,Positive
1443,"New York, NY",close msg comfortable clean great staff read read less,Positive
1444,"Terral, OK",wonderful experience new yorker wife spend week visit ny great view city include empire state building clean room comfortable bed great staff way convenient everything within walk distance across street penn station would highly recommend hotel read read less,Positive
1445,"Rohnert Park, CA",many thing do not work phone one remote shower flood take disturb sign away leave room noon get housekeeping service read read less,Neutral
1446,Tampa,air conditioning sound inside room high even one next room read read less,Neutral
1447,San Jose,do not realize room book would face parking lot much well location property problem door hinge break cabinet though report happen maintenance person ever repair stay room refrigerator problem freeze anything put yogurt orarnge juice etc staff pleasant enough nice pool area read read less,Neutral
1448,Calif,clean room quite room close freeway nice pool lobby nice relax read read less,Positive
1449,"wyndham garden silicon valley ,san jose ca.",room be not ready time suite air onditioner do not work bedroom read read less,Neutral
1450,"San Francisco, CA",thought hotel bit date stay one night okay read read less,Neutral
1451,"Los Angeles, CA",clean comfort friendly staff make travel stop perfect wonderful stop thank read read less,Positive
1452,NYC NY,nothing unique business disappoint condition hotel read read less,Neutral
1453,"Atlanta, GA",build old have not update property help know advance understand lack update ammentitie sufficient outlets restaurant food acceptable concierge desk helpful shuttle service require advance notice cost lyft option use attraction ticket offer bus tour extremely pricedwe walk couple block 7th street get bus tour third price read read less,Neutral
1454,atlantic city,nan,Neutral
1455,San Diego,rude staff member ask room low floor give -PRON- room literally next board room hall wall light fixture buzz loud informed reply ill engineering take never tell satellite cable room be not work say would fix never ask maintenance clean room say order place never get do simply nightmare literally two big thumb false promise never fall read read less,Negative
1456,Ny,hair bath tub bed front desk want hear read read less,Neutral
1457,Venezuela,nos agradó la estadía en el hotel aunque lo conocimos ya q sólo llegamos dormir read read less,Neutral
1458,"Conway, SC",love wyndham new yorker stay whenever city safe environment easy accessibility part new york room clean quiet bed comfortable business center fitness center extremely accommodate easy walks food venue times square cabs attainable doorman assist even though one old hotel town great place stay nostalgic ambiance add experience read read less,Positive
1459,oregon,really big room beautiful nice location near disneyland read read less,Positive
1460,Atlanta,decent place money need cosmetic improvement clean room great location hotel staff friendly thing issue air conditioning do not seem cool overall would recommend pet friendly well read read less,Positive
1461,Iowa,people nice room clean outside room service plate lay around get still leave read read less,Positive
1462,"Los Angeles, Ca",conveniently locate right freeway easy find plenty parking staff friendly professional layout bathroomsink interesting overall great experience read read less,Positive
1463,Haarlem,hotelroom comfortable location hotel perfect nearby pennstation broadway around corner impire statebuilde walk distance read read less,Positive
1464,Keizer Oregon,stay 5 night staff excellent go extra mile definitely stay stacie helpful friendly read read less,Positive
1465,Gent,voor ons de perfecte uitvalsbasis om nyc te verkennen vlak bij madison square garden en toch een rustige straat gelegen read read less,Neutral
1466,N.Y.,nan,Neutral
1467,"San Juan, PR",would love stay nice everything read read less,Positive
1468,Orlando Fl,nice room bathroom appear old quiet pool read read less,Neutral
1469,Udine,albergo molto grande vicinissimo alla metro e al madison square garden e un 1015 min piedi dal empire camera pulita silenziosa eravamo al 21esimo piano ci siamo trovati benissimo read read less,Neutral
1470,Philadelphia,place everything think would simply awesome read read less,Positive
1471,"Washington, DC",comfortable room property locate convenient public transportation great shuttle service airport read read less,Positive
1472,"Jamaica Estates, NY",deluxe king room look fairly small advertise expedia website speak front desk inform indeed king room bed look like queen room well keep clean vend machine break water available time be not much parking around area choose valet additional 2500 read read less,Positive
1473,"Fresh Meadows, NY",good professionalcourteous helpful staff clean room good breakfast bad small room parking read read less,Positive
1474,"OC, CA",great location close airport shopping movie theatervery quiet decent restaurant read read less,Positive
1475,"Mesa, AZ",hotel great location pretty comfy bed well read read less,Positive
1476,New York,avoid cost place disgusting room smell bathroom nightmare sheet stain paint chipping come clean room leave towel try call front desk phone be not work place stay family save lot trouble stay read read less,Neutral
1477,Germany,overall good stay though place come year need refurbishment pool area really nice read read less,Positive
1478,NY NY,stay new yorker lot always seem like ac turn night sleep fan stay read read less,Positive
1479,Albany NY,meet woman check wyndham new yorker first time assure check experience would great hearing last 2 12 hour check experience another hotel inthe vicinity check 530 600 long day walk 3 receptionist counter 4 people line another staff member take another desk check within 3 5 minute amazed grateful professionalism say always book new yorker also say can not believe put poor service 6 year hotel thank wyndham new yorker read read less,Positive
