,Location,new_reviews,Comp
729,Puerto Rico,encantó la amabilidad de los emoleados le tienen solución todo si haces checkout sabe que hacer con las maletas en lo que vas algún parque ellos te la guardan tienen un desayuno con pluto goofy espectacular para adulto niños es distancia corta para caminar disney springs tiene autobús para los parques puede entrar amte que el horario regular gracias al hotel encantó mi estadía read read less,Neutral
732,St. Louis,convenience transportation disney property via bus system read read less,Neutral
738,"Hawthorne, California, USA",property nothing like wyndham hotel use one par motel 6 perhaps nice room utilitarian generic motel room one come expect hotel central ac controls wall control ac despite warn sticker controller room old fashion wall unit sound like jet engine room furnish cheep particleboard cover black veneer course room smell bit funky could old air conditioning unit glad nothing place sleep night read read less,Neutral
739,"Long Island , NY",pleasant time staff memeber decide enter room 930 morning check be not 11 a.m. respect privacy read read less,Neutral
748,Loxahatchee Fl,property walk distance disney spring shuttle available take park however wait hour one go disney spring get back hotel also impression would pay 50 resort fee arrive hotel however case never inform would different amount staff member check check extremely upset one explain extra fee unfortunately long wait experience shuttle extra charge credit card stay read read less,Neutral
752,Disney Springs,expect 20 parking charge booking say exclude 25 resort fee expect 25 resort fee checking cost extra 45 thought read read less,Neutral
754,Dayton us,picture accurate room door face outside view parking lot pool small vegetation overgrown room look well use read read less,Neutral
755,"Rockville, us",liked hotel make mistake check time understand read read less,Neutral
764,"Nyc, NY",small room upset charge extra 25 small refrigerator room read read less,Neutral
766,Flower Mound Tx,trash hall never pick entire time four day clean lady do not show first day second day turn heat get back room 58 read read less,Neutral
768,"Petaluma, CA",big room two queen sofa sleeper plenty room -PRON- read read less,Neutral
772,"nagoya, jp",部屋の中に置いていたスーツケースが盗難にあいました部屋にもスーツケースにもきちんと鍵をかけていましたホテルの調査ではハウスキーパーが数時間ドアを開けたまま目を離していたとのことですがスーツケースごと盗られるなんて普通では考えられません出かけていた際に着ていた衣服と手荷物以外の全ての物が無くなってしまい散々な目に遭いましたディズニーワールドオフィシャルホテルということで安心していましたが盗難に遭った際の補償もなくセキュリティ面など不安だらけです滅多にないことだとは思いますがせっかくの楽しいディズニーワールドの思い出が最悪なものになりホテルの対応にも不満だらけのため厳しく書かせていただきました read read less,Neutral
773,"Lake Elsinore, US",stay saturday sunday 15 16 stay also year ago property change ownership bad need repair landscape checkin area maintain well room fall apart floor trim board fall wall paper come wall vinyl chair need redone carpet old change room handicap bathroom flood due level floor room look old 20000 night well stay place else next time read read less,Neutral
775,Boyertown pa,close need food accessible cocktail lounge nice read read less,Neutral
780,Apopka Fl,many incidental charge resident pay tourist taxis read read less,Neutral
781,DC,location good transportation service also good cleaning service bad read read less,Neutral
782,"Los Angeles, California",get well rest simple descent hotel stay price reasonable read read less,Neutral
784,"Parkland, us",amenity ok good size pool disappoint room smell mildew read read less,Neutral
786,Pamplona,céntrico habitaciones pequeñas como en todo manhattan tranquilo read read less,Neutral
790,Montana,room smell bad cheek go switch room front desk give hard time want like fault book thru directly get penalize finally get room make see new room blow cold air cold take day finally switch room stay property year use great new front desk staff weak customer service read read less,Neutral
792,Palm beach Gardens,slide glass door patio do not work hard time go patio although pay patio room read read less,Neutral
795,Chelmsford,convenient location walkable distance time square upgrade 40night well city view room coffee machine fridge furniture look old rain lot new year eve water leak thru one windows fact see bug bath room bath room clean read read less,Neutral
796,quebradillas,increíble read read less,Neutral
800,Puerto Rico,el aire acondicionado muy ruidoso el ruido entre anotaciones las paredes necesitan más undulación los alrededore del establecimiento excelente read read less,Neutral
801,Queretaro mexico,age detail repair carpet really jeopardize stay alérgica people read read less,Neutral
802,"Catania, it",bellissimo hotel ad orlando con servizio navetta proprio per parchi disney read read less,Neutral
803,Puebla,hotel precioso poca sensación de servicio read read less,Neutral
805,barcelona,hotel céntrico cerca de times square pennsylvania station empire justo delante del madison square garden fantàstico encanto de los años 30 read read less,Neutral
806,NJ,pay new yorker view suite check go get room floor last second room number change 4001 786 upon arrival room give suite however view brick wall another hotel window contact guest service say would able waive fee since long room pay say would able switch room follow day 12 several conversation finally switch correct room however compensate mistake pay well room credit read read less,Neutral
809,"Guanajuato, México.",hotel en buen estado limpio cómodo camas confortable buen espacio en las habitaciones bastante cerca de disney como para trasladarse caminando está cerca caminando de locales de comida rápida de buenos restaurante de farmacias donde uno puede encontrar variedad de víveres el personal del hotel nos atendió de muy buena manera con mucha disposición amabilidad read read less,Neutral
816,Camuy pr,excelente hotel servicio de primera hubo inconveniente read read less,Neutral
819,"Miami, Florida",pictures expedia true representation property guest registration area renovate staff courteous drive find building room locate prepared haul luggage flight stair property elevator second floor room small appear online outdated cleanliness poor good balcony dirty sit area stain moldy use expedia travel need never leave feedback feel unacceptable read read less,Neutral
821,"Dallas, Texas",loved location service lack towel hard get reason phone work order cable 2 day read read less,Neutral
824,Houston Tx,charge resort fee bathroom flush work check even coffee cup place room service read read less,Neutral
826,NY,hotel close parksnot much night entertainment expensive read read less,Neutral
830,gb,give help find room receptionist seem new uncertain read read less,Neutral
831,Yakima Washington,loved facility thought neighborhood be not nice great anyway read read less,Neutral
832,Northampton,couple problem rectify check give room card explanation go ask information desk read read less,Neutral
837,"Williamstown, NJ",nice hotel family stay issue read read less,Neutral
850,"Gainesville, VA",blocks times square rockefeller plaza right across street nypd station read read less,Neutral
854,Cannes,hotel accueillant chargé dhistoire très bien située vintage et dépaysant nous avon adoré seul bémol les salles de bains hyper vieillote read read less,Neutral
855,Panamá,muy buena la estancia como siempre muy cómoda la habitación el personal muy jy amable read read less,Neutral
864,Rochester,thought booking bonnet creek grand photo show kitchen suite receive read read less,Neutral
868,"miami, us",room worth price basic tiny bathroom flimsy slide door lobby pretty awful smell bad air freshener use bus use transport people park play graphic movie inappropriate young child also part bus collapse woman head overprice certainly do not call resort fee top nightly fee read read less,Neutral
870,"Liverpool, NY",like fact check room key let people elevator read read less,Neutral
871,"New Jersey , us",couple item fix like blind working breakfast need improvement put yogurtrooms small read read less,Neutral
876,NYC,close penn sration subway connectivity hotel slightly outdate good provide coffee maker room without call desk read read less,Neutral
878,New York,close everything sure could use update read read less,Neutral
879,Uk,room unclean freezing cold take numerous complaint give another room shower could regulated read read less,Neutral
885,Mississippi,cover orange stain employee service desk charge twice read read less,Neutral
889,"San Diego, us",room renovate clean property outside look bit run read read less,Neutral
892,Dinuba California,elevator mother disable stay us time would hard time climb stairs hassle boyfriend hauling luggage take multiple trip bar decent though staff friendly read read less,Neutral
895,"Antony, FR",hotel un peu vieillissants mais le comfort est correct et son emplacement de premier choix read read less,Neutral
907,Ratingen,sehr sehr schöes hotel toplage nah empire state buildingmadison square garden und macey auch zum times square nur 10 minuten würde ich beim nächsten aufenthalt sofort wieder buchen read read less,Neutral
914,Victoria,maid service ask something specific maid instead clean never come back room service breakfast 40 dollar bell man available require room noisy despite many room available think give one bad one get deal expedia buffet breakfast good service nice read read less,Neutral
915,"Phoenix AZ, us",hotel staff professional helpful upon arrival read read less,Neutral
919,panama,muy bueno todo lo unico que el parking es costoso read read less,Neutral
920,"Atlanta, GA",view great heating broken room wake shivering sick read read less,Neutral
928,Oklahoma,stay room 115 disappoint keep room sink faucet barely long enough reach sink every time turn water would get onto counter top also break tile corner bathroom read read less,Neutral
929,"San Jose, CA",everything expect andor exceed expectation thank u read read less,Neutral
930,"Chicago, us",address provide be not recognizable call ahead make sure get exact number overall front desk staff be not professional langue barrier slow wait 20 min check give wrong key go back place 100 hold card get room extremely small tv channel do not work luckily stay hour due long layoveri would not stay anything 24hrs read read less,Neutral
931,miami,il ny avait pas tout le matériel décrit dans la chambre ils ont laissé un plateau de repas vide par terre dans le couloir pendant deux jours devant la porte dune chambre où sont les gen qui supervisent côté matériel un mini frigo dan les chambre mais qui est plutôt un petit freezer ne peut pas mettre grand choose read read less,Neutral
932,"Sunrise, FL",nice room swimming pool however shuttle bus service misleading read read less,Neutral
938,mexico,atencion excelentehabitacion bien excepcion de cama muy incomoda por tener colchon vencido muy blando disparejo read read less,Neutral
943,Bananas,room much small get handicap room give -PRON- breathing room read read less,Neutral
944,Vancouver,look deceive hotel lobby nice clean room horrify feel like motel door open outside build hotel hallway cleanliness upgrade majorly lack hotel would recommend read read less,Neutral
945,Florida,like poolrestaurant staff pleasant room old date area room stay awful read read less,Neutral
949,Orlando,buen hotel para descansar muy cerca de los parque read read less,Neutral
951,Washington DC,location lobby history hotel special read read less,Neutral
953,Stuttgart,das hotel ist nur zwei block vom time squere entfernt alle sehenswürdigkeiten sind gut zu erreichen das hotel hat noch den alten charme der 40er jahre wir waren -PRON- be 37 stock und hatten eine tolle aussicht über new york das personal ist sehr freundlich und hilfsbereit wir haben un sehr wohl gefühlt und waren jetzt auch schon zum zweiten mal diesem hotel bei unserem nächsten aufenthalt werden wir auf jeden fall diesis hotel wieder buchen read read less,Neutral
956,Castleford,hotel date hustled times square intimidate night time single traveller read read less,Neutral
960,L.A,room clean pretty big double closet housekeep puntual neat everything always clean towel shampoos cream etc although restroom bright heck blind could not even get ready curtain blind tint horrible big mirror hallway light front desk customer service horrible rude manner gavina mohammed seem like hated job prepare wait check inthat nightmare flight get early new yorker hotel 1020am check 400 pm later promise crucial wait small obby people everywhere room sound proof staff friendly okay room sleep shower read read less,Neutral
965,Groningen,fantastisch gelegen op loopafstand van zowat alle vanaf newark een half uur naar pennstation en dan nog 5 minuten lopen het hotel iconisch maar de kamers en gangen zouden wat frisser kunnen read read less,Neutral
975,Vermont,small room hard navigate around bed comfy bed think read read less,Neutral
977,Guadalajara,el piso del cuarto algo pegostiozo se notaba poco sucio por ende read read less,Neutral
978,Philadelphia,bathroom need update really small hallway noise night thing enjoy location read read less,Neutral
982,Dallas,room give discount site customer small old room age stay hotel 10 year ago large room nicer room read read less,Neutral
984,Florida,showerbath nonslip matts slippery take shower read read less,Neutral
988,Nyon,hôtel très bien situé à 2 pas de penn station liaison air train lirr depuis jfk en moins de 30 minute proche de la high line hôtel tre chouette bon rapport qualité prix situé à 10 minute à pie de times square proche de grand central station read read less,Neutral
990,Ottawa Ontario,property facility outstanding staff dislike shuttle service disney park specifically timing bus park go various time morning early return 315pm specific park miss return shuttle next average 15 3 hrs later could use disney busses park park order catch bus dislike spending hour bus magical stay next time stay disney resort read read less,Neutral
993,"New York, NY",beds property infest bed bug read read less,Neutral
996,Singapore,good location read read less,Neutral
1001,"New York, NY",lot hide fee hotel include charge 30 usd per day facility whether use gym add extra 200 usd trip essentially throw garbage perspective do not use gym read read less,Neutral
1008,California,towel unacceptable room clean staff extra friendly bed comfortable however towel quite possibly ruin experience rough scratchy firm could burlap potato sack stay three day day fresh towel equally awful also keurig broken room read read less,Neutral
1009,Hawaii,close bus stop walk distance disney resort many restaurant option 711 cvs walgreen across street open 24hours minimum get everything need spacious room couch desk read read less,Neutral
1010,Lamar SC,pleased check hotel locationand facility overall use condom package behind nightstand plastic bottle cap bed coffee maker room mold coffee filter removed read read less,Neutral
1011,Orlando,hotel room burn smell room call desk finally demand another room would switch -PRON- another room read read less,Neutral
1022,"Calgary,AB",staff nice enough property old run read read less,Neutral
1023,MILANO,hotel 4 stelle che italia sarebbe qualificato con sole 2 stelle vecchio come stile con camere tanto piccole che due persone con due valige grandi non potrebbero muoversi arredamento della stanza vecchissimo con televisione con telecomando difettoso spifferi alle finestre perche dotate di infissi vecchissimi e stanze molto rumorose perche vetri delle finestre erano molto sottili la moquette del piano e della stanza di una fantasia marrone nonche le pareti dipinte di un color creme italia forse si vgedevano negli anni sessanta la luce delle stanze poi era veramente fredda read read less,Neutral
1027,"San Jose, Ca",location ok property well maintain clean quiet room extremely clean staff always available anything thing do not like do not elevator property 2 story carry heavy luggage flight half stair inconvenient hard also elevator think illegal read read less,Neutral
1028,Oslo,fint hotell nærheten av madison square garden var så heldig jeg hadde rom høyt opp med utsikt rommet var rent og pen og renholdet var bra hver dag badet var noe slitt man rent og ble godt rengjort hver dag personalet var også veldig hyggelige vurdere sterkt også på neste new york tur read read less,Neutral
1033,San Jose,stay frequently always good experience read read less,Neutral
1034,Florida,hotel ground hard navigate around enough signage lobby bar lack basic drink non alcoholic drink read read less,Neutral
1035,california,rug filthy housekeeping work cleanliness real making look clean towel stain amenity half use tired make complaint moment food restaurant bar good read read less,Neutral
1038,CDMX,muy bien ubicado limpio las habitaciones son pequeñas pero confortable excelente vista del empire state building read read less,Neutral
1039,San diego,lot park nice restaurant bar right next door read read less,Neutral
1045,Simi Valley,stay one reason get good night sleep 2 hour drive home morning air conditioning unit loud 2 setting auto make room furnaceunbeatable sit auto result air conditioner turning night everytime turn sound jolt awake get sleep waste money try get help front desk understanding tell solution poor customer service read read less,Neutral
1049,Milano,ottimo per qualità e prezzo e soprattutto per la posizione read read less,Neutral
1057,Miami,room small big issue fact unable make water shower warm enough unable make dial go location decent overall read read less,Neutral
1058,"Seoul, Korea",nice hotel shopping mall restaurant nearby read read less,Neutral
1059,NEW YORK,chambre trop bruyante et mal isolée sdb trop petite pour 4 per read read less,Neutral
1061,Houston,nice place near everything close time square read read less,Neutral
1062,Sunderland,good old hotel close sight transport link read read less,Neutral
1063,New York,hôtel convivial proche des commodités grande chambre cosy read read less,Neutral
1066,NY,nice hotel location negative room small window read read less,Neutral
1076,New Yorker,hôtel vieillissant payer 6 dollar pour garder vos affaires et valises scandaleux read read less,Neutral
1077,New-york,hôtel proche du métro et ambiance manhattan 24h24 read read less,Neutral
1079,Maryland,continental breakfast 4 pillow bed worthless room next turn tv hear every word watch hear every conversation clearly hallway noise pool could hear horrible experience 1 star location well read read less,Neutral
1081,New York,mixed feeling stay tight quarter charge extra 25 parking mold bathroom ceiling go downstairs front desk pick remote tv however must say variety food breakfast read read less,Neutral
1082,Pittsburgh PA,hotel nice area convenient bus stop read read less,Neutral
1084,"Fresno, CA",terrible stay one stay last weekend clean quiet room second floor decent price stay weekend price nearly triple room far lobby party go banquet room noisy lot people hall loud around midnight room dirty hair sink shower carpet filthy dusty room cob webs tv remote do not work phone do not work wake smell weed 6 get shower checked stay several time stay acceptable will not return read read less,Neutral
1085,Orlando,property nice get room different story fridge work mpld old wall blood spot floor go pick something floor notice pair men boxer american flag bed read read less,Neutral
1086,miami fl,near park take long ckeck keep open room problem read read less,Neutral
1088,Oud beijerland,goede ligge alles goed aan te lopen hotelkamer gedateerd read read less,Neutral
1089,Ir,good hotel problem room ticket constantly stop clean room drink water read read less,Neutral
1091,"Orlando, Florida",insufficent parking need drop family assign building park gas station parking lot great unescorted grandmother middle night read read less,Neutral
1095,Harderwijk,prima gelegen centraal ny times square en empire state building op makkelijke loopafstand moma iets verder vlak bij penn station wel vonden de wifi faciliteit gebrekkig wel gratis maar moest dagelijks opnieuw worden aangevraagd en de deursleutel gingen telkens stuk read read less,Neutral
1097,Silicon Valley San Jose,bathroom towel old bedsheet kinda old parking crowded read read less,Neutral
1099,Maryland,wyndham grand orlando resort force -PRON- attend awful 2 hour session treat prisoner keep room agree purchase time share course never sale representative rude beyond belief two hour session horrific never ever set foot hotel resort read read less,Neutral
1106,"Nashville, TN",staff pleasant room sadly inadequate carpet wallpaper door old spider webs wall mold roll portion window shade bathroom fan refrigerator air unit noisy point wake -PRON- thermostat air unit knob spun room temperature hard regulate light hallway come around door thus show good seal door read read less,Neutral
1107,Mexico,thought facility close airport even try make sure shuttle airport turn middle nowhere take taxi hotel nothing around literally stay room 24 hour read read less,Neutral
1109,Toronto,change two room first room washroom light work second room floor wet actually water puddle read read less,Neutral
1112,san lorenzo,nice hotel close airport far dining place recreational area read read less,Neutral
1116,Dicht bij Amsterdam,goed hotel meet fijne kamer op een prima plek chinatown groot bed wat voor mij wat te hard maar dat persoonlijk mijn man vond het prima read read less,Neutral
1119,San Jose Silicon Valley,roach room never stay pick place convenience need fumigation read read less,Neutral
1120,"Olympia, WA",hotel ok room look worn like bed full cover staff front desk be not helpful read read less,Neutral
1123,Valencia ca,hotel old run sheet be not clean read read less,Neutral
1125,Ce,historic hotel could call outdated clean read read less,Neutral
1126,Orlando,unpleasant experience room look like have not renovate decade bad cheap hotel chain read read less,Neutral
1130,Florida,great location late room service do not show till 5 p.m. fire alarm go twice do not get notify test real fire till call front desk read read less,Neutral
1137,"Lancaster County, PA",rundown hotel middle nowhere could not stay without car room clean find old mms ottoman bedskirt bed platform hair bathroom floor etc hair dryer smell like something burn inside breakfast option except adjacent restaurant dreadful slow front desk though friendly finally get furniture old beat odd smell room hallway toilet do not flush properly thin wall noisy poor wifi will not stay disappointing read read less,Neutral
1142,"Tønder, DK",lækkert hotel midt new york lige ved siden af madison square garden read read less,Neutral
1145,"Kingston, NY",get back dj local venue absolutely nowhere park talk man front desk explain nowhere park find spot driveway would pay leave keys park get disrespectful try tell could not stay parked car need get despite fact leave key nice lady desk morning apologetic behavior unreal disrespect job read read less,Neutral
1149,New York,nice hotel everything need short stay although room small think everything -PRON- be bother need clean tidy place sleep hour everything tick everything list read read less,Neutral
1150,Los Angeles,check mess wait line 45 minute tell computer would assign room hand 100 guest front curt front desk person tell would call room available check bag go dinner one call yes room available arrive back hotel check bag person see guy wait front finally get mad walk back grab bag self business trip end staying hotel 5 day overall find bellhop friendly though sometimes miss action front desk staff annoy room clean hotel run read read less,Neutral
1153,CA,simple request ask receipt could provide read read less,Neutral
1154,LA,wyndham old property motel sketchy neighborhood surround wrought iron fence breakfast expensive 1970 decor bar multiple new propertys areaavoid overpriced trap read read less,Neutral
1158,"Gävle, Sverige",hade bokat ett familjerumtill 5 vuxna 2 queensize sängar och 2 enkel sängar fick ett rum me en kingsize säng och en våningssäng vilket var helt obegripligt då vi inte fick en sängplatstill alla då vi klagade påstod dom att det deras dator stod att vi skulle ha rummet vi blivit tilldelat efter många turer fick vi nästa dag byta till ett familjerum dock med en våningssäng istället för enkelsängar read read less,Neutral
1159,Florida,book room 2 queen beds size bed double size front desk say bed queen size -PRON- be sure double size read read less,Neutral
1163,Va,old broken place stink location good worthy charge read read less,Neutral
1173,"Los Angeles, ca",room access outdoors balcony noise level nearby aircraft make difficult peaceful night sleep read read less,Neutral
1174,bend,rude employee front desk check tell go find security instead call security read read less,Neutral
1175,Santo Domingo,hotel antiguo habitaciones pequenas baño incomodo personal muy agradable read read less,Neutral
1178,Fl,front desk ppl terrible lot wait time give key confirm prepaid booking read read less,Neutral
1180,"orlando, fl",clean great room close lot thing park problem checkin make -PRON- late event be not happy checkin 4 room be not ready till 6 read read less,Neutral
1183,California,ask 5xs 12p 10p room service make bed retrieving clean linen maid cart hallway also ask towel front desk maid service unacceptable read read less,Neutral
1185,San Jose airport,room small breakfast include shuttle tofrom airport good read read less,Neutral
1187,McHenry IL,room far elevator hoard time walk read read less,Neutral
1190,warwick ny,like history place old solid decor building read read less,Neutral
1197,Hawaii,great location bed uncomfortable small bathroom additional resort fee justify comparable hotel vicinity read read less,Neutral
1198,Geneve,location top metro corner multiple food option around meanwhile hotel start old may need refresh read read less,Neutral
1201,CT.,take hour check two people front -PRON- charge -PRON- 25 day car hotel lot room toilet papertoilet paper morning leave put boot car have not pay parking yetbefore check read read less,Neutral
1202,NYC,enjoy serveral pool hospitality amenity bar close way early weekend read read less,Neutral
1203,Frankfurt am Main,das hotel ist mehr als mittendrin anstatt nur dabei super standort um die stadt zu erkunden ein kritikpunkt das wlan -PRON- be zimmer funktionierte leider nicht read read less,Neutral
1204,NY,check send -PRON- room already occupy twice room dingy hallway loud read read less,Neutral
1206,St louis,nice hotelcomfortable roomhallway room smell smoke annoying complain still smell later evening get back evening get back late lobby pandemonium night manager overwhelmedtook 25 min valet car keep cool duress thoughhotel understaffed read read less,Neutral
1207,NY,alarm go 600 set late night nyc get 3 hour sleep pay gor quiet room read read less,Neutral
1208,Chicago,room small walk inside ackward wall thin hear conversation room bad thing indefference unfriendly attitude front desk housekeeping staff ask miss bag snack worth 2500 assume clean lady take mistake never apologize honest do not care snack care good service positive attitude front desk employee act like favor guest way around say go find happen call soon still wait least apology go hotel central park better place sleep read read less,Neutral
1209,New Jersey,hotel new sheet towel bathroom update look behind bed plug dirty back wall dirty well check counter hand finger print look never clean call airport shuttle woman rude website say need call advance shuttle tell need check 1st pleasant shuttle driver prompt nice bartender nice food soso salad chicken salty send back really motel stay catch plane would go back read read less,Neutral
1211,NYC Chinatown,room perfect three block son life read read less,Neutral
1212,London,location great 34th block empire state across madison square garden however room corridor desperately need update clean bathroom suit old carpet worn stain carpet bed frame read read less,Neutral
1214,Virginia,room really small barely enough room walk bed desk room bathroom rather small well door could barely close read read less,Neutral
1216,Fl,picture online deceiving room give creep long strand hair randomly room underneath cover hair shower look like be not cleanne phone room work tv cable could not figure able watch demand good thing overall spend extra 100 room stay one park hotel next time read read less,Neutral
1218,Memphis,elevator room really clean shower tubs washer dryer read read less,Neutral
1220,California,old bathroom could use scrub wall inside door marijuana smell second floor hallway icky read read less,Neutral
1223,San Jose,always choose wyndham stay night san jose never eas didappointe read read less,Neutral
1225,NYC,nice hotel close lot attraction sort fire floor staff come check ok floor fill smoke call office say would look never get back -PRON- terrible smell hurt eye hard breathe luckily lot make room safe issue bathroom door would close switch plate broken bed uncomfortable read read less,Neutral
1229,Fl,convenient travel ny ny hospital wish bathroom light read read less,Neutral
1234,Den Haag,prima hotel goede service en prettig vriendelijk personeel kamer zijn stijlvol ingericht en netjes redelijk ruim ook sportfaciliteiten en wifi zijn prima hi moet je alleen extra 30 dollar voor betalen per dag dit komt bovenop de kamerprijs read read less,Neutral
1238,Boston,stay wyndham great unfortunately time tell pool undergo reconstruction require -PRON- go adjacent property use pool read read less,Neutral
1242,San Francisco,quiet wall thin could hear everything go hall neighbor tv neighbor phone vibrate night room layout good would put fridge microwave next bed read read less,Neutral
1243,CA,clean fridge remodel pool small crowd gym downstairs restaurant block disney walkable cvs corner subway read read less,Neutral
1253,"South beach, Florida",terrible noise outside hotel sound like mechanized frog go night read read less,Neutral
1254,Florida,air conditioning fix air coil clean new battery put thermostat roach bathroom 6 people stay room list reserving ask towel 4 bathroom 11 checkout housekeep knock door 915 wake -PRON- read read less,Neutral
1259,WI,close airport good restaurant near comfy bed read read less,Neutral
1261,bcn,muy buen hotel centrico maravilloso el personal del hotel read read less,Neutral
1262,Monterrey,recién remodelado muy limpio el personal de lo más atento amigable lo más importante es que esta muy cerca del parque read read less,Neutral
1264,Agde,bon hôtel uniquement petit déjeuner sur les assiettes en carton et des gobelets en polysterin café à eviter read read less,Neutral
1270,Santo Domingo,el hotel es grande con una excelente ubicación practicamente al lado de la estación pensilvania en la 34th la cual conecta con todo el servicio fue bueno te dejan la factura del hotel debajo de la puerta de la habiración las llaves las depositas en un buzón al salir lo cual ahorra tiempo las habitaciones tienen buen tamaño para estar en manhattan el baño es grande esta cerca de tiendas restaurante casi frwnte al msg hispedaria nuevamente en él read read less,Neutral
1275,nyc,spider bed scare stugf nice read read less,Neutral
1279,NY,couple front desk people do not speak good english still efficient many room hotel small poorly lay last stay king suite like normal hotel room hotel least room get bed read read less,Neutral
1280,"Flushing, NY",staff need expeditious react guest concern room be not ready even though check 45mins past check time sink room clog take 4 day address reminded staff second time housekeep spotty st well read read less,Neutral
1281,Las Vegas NV,near noisy parking lot invade privacy smoke air conditioner sound like propellor plane read read less,Neutral
1289,"Orlando, Florida",nice get hotel near universal decent price read read less,Neutral
1296,España,el hotel está muy bien ubicado apenas hemos necesitado usar el metro que tiene varia parada muy cerca habitación muy limpia de buen tamaño hemos tenido una experiencia 100 positiva el personal es muy amable alrededor del hotel hay muchos sitios para comer además el hotel tiene un restaurante abierto las 24 hora read read less,Neutral
1297,"Delano, Ca.",booked room include breakfast ask say breakfast be not complimentary pay extra nothing mad site say there s laundry room ask be not laundry service dumb stay good though need sign door go pool hall show go get door sign be not sure open door thinking might set alarm read read less,Neutral
1302,"orlando, Florida",marvin exceptional check skill warm welcome answer question room clean bathroom toilet dirty need flushed someone go toilet flushed dirty towel floor read read less,Neutral
1305,San jose ca,maintenance worker really loud one point wake rucku read read less,Neutral
1307,Kristinehamn,himla trevligt hotell mitt på manhattan gångavstånd till bland annat times square tunnelbanespår alldeles runt hörnet och fina restauranger omkre hotellet och även på hotellet read read less,Neutral
1315,"NRW, Germany",für touristen die einen städtetripp planen und sich nicht dauerhaft -PRON- be hotel aufhalten optimal read read less,Neutral
1317,San Diego,location great conveinet unfortunately resort fee taxis add end huge turnoff dishonest never company read read less,Neutral
1318,new york,bien situé avec une belle vue sur l empire building read read less,Neutral
1321,Los Angeles,old hotel keep build run room dark low ceiling read read less,Neutral
1330,"Wellington, Florida",stay average 10x per year really love hotel amenity thing -PRON- have notice year lack maintenance upkeep room moldmildew grout around sink overflow drain shower curtain curtain stain disrepair yuck read read less,Neutral
1331,"Philadelphia, PA",book courtyard room two queen bed end room towards street two twin bed light outside make feel like day time room even curtain blind close could hear neighbor talk outside time 2 a.m. people come home bar crazy loud even wear ear plug could tell whole conversation step ask move away room since early flight thankfully confrontational air conditioner sound like plane take everyone kick would not recommend staying actually need catch sleep read read less,Neutral
1333,New York,really like hotel room small read read less,Neutral
1336,Utah,able park early check later good location able ealk disneyland read read less,Neutral
1343,"Houston,Tx",close usopen tenniscourteous staff eatery close byas well read read less,Neutral
1346,Hollywood Fl,el hotel esta muy bien ubicado cerca de los parque muchos comercios la habitación muy limpia comoda encanto read read less,Neutral
1347,Mhow India,location close empire state time square old ambience room bother slightly read read less,Neutral
1348,Seattle,nice spacious room furniture issue 1 need electrical outlet 2 soap dispenser shower apparently long fill maid problem find empty standing shower be not -PRON- would know bring soap shampoo ahead time either maintain remove read read less,Neutral
1350,tampa,room good size spend night need problem room high humidity humidity air conditioning could keep room nice read read less,Neutral
1353,New York,room small look outdate watch fee read read less,Neutral
1354,Calgary,californian style well maintain read read less,Neutral
1356,mexico,la habitación standard es muy pequeña te sientes apretado el personal es amable además de cobrarte 25 us dll por el parking diario dejar tu auto en la calle te piden propina el desayuno pobre te dan platos cubiertos desechable teníamos que pedir diario que limpiaran la habitación porque si se les olvidaba hacerlo asomándote bajo la cama te das cuenta de lo mal que limpian en el elevador pusieron un letrero muy agresivo para los huéspedes envío foto vale lo que cobran read read less,Neutral
1361,Seattle,overpriced pay valet parking valet service provide small room sstale breakfast read read less,Neutral
1362,Out USA,nice location international drive street area read read less,Neutral
1364,Massachusetts,hard understand staff valet afraid park dodge ram 2500 garage park outside still get charge valet service read read less,Neutral
1367,Wndermere,always like stay lazy river crowd read read less,Neutral
1369,"San Jose, CA",room smell change room air conditioner loud could not use refrigerator make high pitched noise keep -PRON- night sad complimentary breakfast picture website look like read read less,Neutral
1371,Taiwan,book 2 queen bed room hotelcombut first night get 1 queen bed sofa bed uncomfortable thing work sofa bed daughter need take pillow blanket 2nd night get correct room 2 bed read read less,Neutral
1379,Bostin/MA,nice hotel close 2 manhattan mall close ro empire state read read less,Neutral
1380,BC Canada,good location friendly staff do not like bathroom clean counter space shower water temperature consistent pressure shower faucet old fan bathroom read read less,Neutral
1382,Oregon,entrance lobby seem nice entrre two room immediately see drip dust hair damage internal door bathroom 1030pm loud party music blaring start room connect -PRON- let least dozen guy slip exit door party go desk complain come back lock one room one anything stop party five trip front desk pjs walk around big spill one would clean cound get door lock work 1130pm party still rage -PRON- huddled person lock room security guy come help unable wait 20min someone drive hotel master key reset lock ask security one stop party pound door party rage till past midnight relocate never see party get stop next day lock one new room inform give wrong key swap room key group stay room name sister need check day long process get straighten make -PRON- miss family breakfast family leave return room lock finish stay horrible experience read read less,Neutral
1384,New York,nice hotel clean big problem really big problem tho language barrier couple front desk staff speak seem understand english well read read less,Neutral
1385,Red Deer,nice lobby pool terrible bed bed expensive resort fee read read less,Neutral
1386,NYC,take long time check lobby room seperate difficul access read read less,Neutral
1389,Orlando,parking room way far lobby breakfast include read read less,Neutral
1390,Florida,nice location friendly staff resort rundown rough shape pool poor condition chunk marcite miss floor bed room horrible read read less,Neutral
